word1,word2,score
magnificient,magnificent,0.96
tneicifingam,magnificent,0.43
magnificient,tnecifingam,0.43
tneicifingam,tnecifingam,0.96
spendide,splendid,0.88
edidneps,splendid,0.5
spendide,didnelps,0.5
edidneps,didnelps,0.88
purpose,purple,0.77
esoprup,purple,0.46
purpose,elprup,0.46
esoprup,elprup,0.77
noticable,noticeable,0.95
elbaciton,noticeable,0.21
noticable,elbaeciton,0.21
elbaciton,elbaeciton,0.95
purpore,purple,0.77
eroprup,purple,0.46
purpore,elprup,0.46
eroprup,elprup,0.77
cortains,curtains,0.88
sniatroc,curtains,0.12
cortains,sniatruc,0.12
sniatroc,sniatruc,0.88
pritend,pretend,0.86
dnetirp,pretend,0.29
pritend,dneterp,0.29
dnetirp,dneterp,0.86
dinning,dining,0.92
gninnid,dining,0.46
dinning,gninid,0.46
gninnid,gninid,0.92
admited,admitted,0.93
detimda,admitted,0.4
admited,dettimda,0.4
detimda,dettimda,0.93
noticable,noticeable,0.95
elbaciton,noticeable,0.21
noticable,elbaeciton,0.21
elbaciton,elbaeciton,0.95
stomache,stomach,0.93
ehcamots,stomach,0.13
stomache,hcamots,0.13
ehcamots,hcamots,0.93
noticable,noticeable,0.95
elbaciton,noticeable,0.21
noticable,elbaeciton,0.21
elbaciton,elbaeciton,0.95
poetery,poetry,0.92
yreteop,poetry,0.31
poetery,yrteop,0.31
yreteop,yrteop,0.92
noticable,noticeable,0.95
elbaciton,noticeable,0.21
noticable,elbaeciton,0.21
elbaciton,elbaeciton,0.95
galery,gallery,0.92
yrelag,gallery,0.15
galery,yrellag,0.15
yrelag,yrellag,0.92
noticable,noticeable,0.95
elbaciton,noticeable,0.21
noticable,elbaeciton,0.21
elbaciton,elbaeciton,0.95
magnific,magnificent,0.84
cifingam,magnificent,0.42
magnific,tnecifingam,0.42
cifingam,tnecifingam,0.84
galerie,gallery,0.71
eirelag,gallery,0.29
galerie,yrellag,0.29
eirelag,yrellag,0.71
purpil,purple,0.83
liprup,purple,0.5
purpil,elprup,0.5
liprup,elprup,0.83
cartoons,curtains,0.62
snootrac,curtains,0.25
cartoons,sniatruc,0.25
snootrac,sniatruc,0.62
poeterie,poetry,0.71
eireteop,poetry,0.29
poeterie,yrteop,0.29
eireteop,yrteop,0.71
stomec,stomach,0.77
cemots,stomach,0.15
stomec,hcamots,0.15
cemots,hcamots,0.77
dinning,dining,0.92
gninnid,dining,0.46
dinning,gninid,0.46
gninnid,gninid,0.92
noticable,noticeable,0.95
elbaciton,noticeable,0.21
noticable,elbaeciton,0.21
elbaciton,elbaeciton,0.95
wemen,women,0.8
nemew,women,0.4
wemen,nemow,0.4
nemew,nemow,0.8
hall,whole,0.44
llah,whole,0.22
hall,elohw,0.22
llah,elohw,0.44
miner,minor,0.8
renim,minor,0.2
miner,ronim,0.2
renim,ronim,0.8
subben,southern,0.57
nebbus,southern,0.14
subben,nrehtuos,0.14
nebbus,nrehtuos,0.57
ssissors,scissors,0.88
srossiss,scissors,0.5
ssissors,srossics,0.5
srossiss,srossics,0.88
sgulli,scarcely,0.29
illugs,scarcely,0.14
sgulli,ylecracs,0.14
illugs,ylecracs,0.29
enecial,initials,0.53
laicene,initials,0.27
enecial,slaitini,0.27
laicene,slaitini,0.53
reciept,receipt,0.86
tpeicer,receipt,0.43
reciept,tpiecer,0.43
tpeicer,tpiecer,0.86
co-at,court,0.6
ta-oc,court,0.2
co-at,truoc,0.2
ta-oc,truoc,0.6
west,waist,0.67
tsew,waist,0.22
west,tsiaw,0.22
tsew,tsiaw,0.67
rain,reign,0.67
niar,reign,0.22
rain,ngier,0.22
niar,ngier,0.67
inconvenite,inconvenient,0.87
etinevnocni,inconvenient,0.43
inconvenite,tneinevnocni,0.43
etinevnocni,tneinevnocni,0.87
garanty,guarantee,0.75
ytnarag,guarantee,0.38
garanty,eetnaraug,0.38
ytnarag,eetnaraug,0.75
beatiful,beautiful,0.94
lufitaeb,beautiful,0.24
beatiful,lufituaeb,0.24
lufitaeb,lufituaeb,0.94
miner,minor,0.8
renim,minor,0.2
miner,ronim,0.2
renim,ronim,0.8
siccors,scissors,0.67
sroccis,scissors,0.53
siccors,srossics,0.53
sroccis,srossics,0.67
innicial,initials,0.75
laicinni,initials,0.38
innicial,slaitini,0.38
laicinni,slaitini,0.75
rain,reign,0.67
niar,reign,0.22
rain,ngier,0.22
niar,ngier,0.67
inconvenciont,inconvenient,0.88
tnoicnevnocni,inconvenient,0.48
inconvenciont,tneinevnocni,0.48
tnoicnevnocni,tneinevnocni,0.88
guarnty,guarantee,0.75
ytnraug,guarantee,0.25
guarnty,eetnaraug,0.25
ytnraug,eetnaraug,0.75
sissors,scissors,0.93
srossis,scissors,0.53
sissors,srossics,0.53
srossis,srossics,0.93
scarthly,scarcely,0.75
ylhtracs,scarcely,0.25
scarthly,ylecracs,0.25
ylhtracs,ylecracs,0.75
inicial,initials,0.8
laicini,initials,0.4
inicial,slaitini,0.4
laicini,slaitini,0.8
reciet,receipt,0.77
teicer,receipt,0.46
reciet,tpiecer,0.46
teicer,tpiecer,0.77
remaind,remind,0.92
dniamer,remind,0.15
remaind,dnimer,0.15
dniamer,dnimer,0.92
rain,reign,0.67
niar,reign,0.22
rain,ngier,0.22
niar,ngier,0.67
guarrantee,guarantee,0.95
eetnarraug,guarantee,0.32
guarrantee,eetnaraug,0.32
eetnarraug,eetnaraug,0.95
grate,great,0.8
etarg,great,0.4
grate,taerg,0.4
etarg,taerg,0.8
old,whole,0.5
dlo,whole,0.25
old,elohw,0.25
dlo,elohw,0.5
clime,climb,0.8
emilc,climb,0.2
clime,bmilc,0.2
emilc,bmilc,0.8
bilt,built,0.89
tlib,built,0.22
bilt,tliub,0.22
tlib,tliub,0.89
miner,minor,0.8
renim,minor,0.2
miner,ronim,0.2
renim,ronim,0.8
southen,southern,0.93
nehtuos,southern,0.13
southen,nrehtuos,0.13
nehtuos,nrehtuos,0.93
cisers,scissors,0.71
sresic,scissors,0.43
cisers,srossics,0.43
sresic,srossics,0.71
sgusli,scarcely,0.29
ilsugs,scarcely,0.14
sgusli,ylecracs,0.14
ilsugs,ylecracs,0.29
bicicel,bicycle,0.71
lecicib,bicycle,0.29
bicicel,elcycib,0.29
lecicib,elcycib,0.71
recivd,receipt,0.62
dvicer,receipt,0.31
recivd,tpiecer,0.31
dvicer,tpiecer,0.62
rain,reign,0.67
niar,reign,0.22
rain,ngier,0.22
niar,ngier,0.67
inconvinient,inconvenient,0.92
tneinivnocni,inconvenient,0.42
inconvinient,tneinevnocni,0.42
tneinivnocni,tneinevnocni,0.92
signiter,signature,0.71
retingis,signature,0.24
signiter,erutangis,0.24
retingis,erutangis,0.71
garantie,guarantee,0.82
eitnarag,guarantee,0.35
garantie,eetnaraug,0.35
eitnarag,eetnaraug,0.82
womon,women,0.8
nomow,women,0.4
womon,nemow,0.4
nomow,nemow,0.8
miner,minor,0.8
renim,minor,0.2
miner,ronim,0.2
renim,ronim,0.8
grussly,scarcely,0.4
ylssurg,scarcely,0.27
grussly,ylecracs,0.27
ylssurg,ylecracs,0.4
innitial,initials,0.88
laitinni,initials,0.38
innitial,slaitini,0.38
laitinni,slaitini,0.88
inconvinient,inconvenient,0.92
tneinivnocni,inconvenient,0.42
inconvinient,tneinevnocni,0.42
tneinivnocni,tneinevnocni,0.92
garatee,guarantee,0.88
eetarag,guarantee,0.38
garatee,eetnaraug,0.38
eetarag,eetnaraug,0.88
unswer,answer,0.83
rewsnu,answer,0.17
unswer,rewsna,0.17
rewsnu,rewsna,0.83
climbe,climb,0.91
ebmilc,climb,0.18
climbe,bmilc,0.18
ebmilc,bmilc,0.91
becouse,because,0.86
esuoceb,because,0.43
becouse,esuaceb,0.43
esuoceb,esuaceb,0.86
scisser,scissors,0.8
ressics,scissors,0.4
scisser,srossics,0.4
ressics,srossics,0.8
scearsly,scarcely,0.75
ylsraecs,scarcely,0.38
scearsly,ylecracs,0.38
ylsraecs,ylecracs,0.75
bycicle,bicycle,0.71
elcicyb,bicycle,0.43
bycicle,elcycib,0.43
elcicyb,elcycib,0.71
initiaels,initials,0.94
sleaitini,initials,0.35
initiaels,slaitini,0.35
sleaitini,slaitini,0.94
receit,receipt,0.92
tiecer,receipt,0.46
receit,tpiecer,0.46
tiecer,tpiecer,0.92
veist,waist,0.6
tsiev,waist,0.2
veist,tsiaw,0.2
tsiev,tsiaw,0.6
regn,reign,0.89
nger,reign,0.22
regn,ngier,0.22
nger,ngier,0.89
inconvinient,inconvenient,0.92
tneinivnocni,inconvenient,0.42
inconvinient,tneinevnocni,0.42
tneinivnocni,tneinevnocni,0.92
garantie,guarantee,0.82
eitnarag,guarantee,0.35
garantie,eetnaraug,0.35
eitnarag,eetnaraug,0.82
weman,women,0.6
namew,women,0.4
weman,nemow,0.4
namew,nemow,0.6
climbe,climb,0.91
ebmilc,climb,0.18
climbe,bmilc,0.18
ebmilc,bmilc,0.91
becaurse,because,0.93
esruaceb,because,0.4
becaurse,esuaceb,0.4
esruaceb,esuaceb,0.93
initiales,initials,0.94
selaitini,initials,0.35
initiales,slaitini,0.35
selaitini,slaitini,0.94
receit,receipt,0.92
tiecer,receipt,0.46
receit,tpiecer,0.46
tiecer,tpiecer,0.92
waiste,waist,0.91
etsiaw,waist,0.18
waiste,tsiaw,0.18
etsiaw,tsiaw,0.91
inconviniant,inconvenient,0.83
tnainivnocni,inconvenient,0.42
inconviniant,tneinevnocni,0.42
tnainivnocni,tneinevnocni,0.83
garantie,guarantee,0.82
eitnarag,guarantee,0.35
garantie,eetnaraug,0.35
eitnarag,eetnaraug,0.82
mainer,minor,0.73
reniam,minor,0.18
mainer,ronim,0.18
reniam,ronim,0.73
auful,awful,0.8
lufua,awful,0.4
auful,lufwa,0.4
lufua,lufwa,0.8
bycicle,bicycle,0.71
elcicyb,bicycle,0.43
bycicle,elcycib,0.43
elcicyb,elcycib,0.71
iniziales,initials,0.82
selaizini,initials,0.35
iniziales,slaitini,0.35
selaizini,slaitini,0.82
cout,court,0.89
tuoc,court,0.22
cout,truoc,0.22
tuoc,truoc,0.89
weist,waist,0.8
tsiew,waist,0.2
weist,tsiaw,0.2
tsiew,tsiaw,0.8
inconvinient,inconvenient,0.92
tneinivnocni,inconvenient,0.42
inconvinient,tneinevnocni,0.42
tneinivnocni,tneinevnocni,0.92
garantie,guarantee,0.82
eitnarag,guarantee,0.35
garantie,eetnaraug,0.35
eitnarag,eetnaraug,0.82
southen,southern,0.93
nehtuos,southern,0.13
southen,nrehtuos,0.13
nehtuos,nrehtuos,0.93
owful,awful,0.8
lufwo,awful,0.2
owful,lufwa,0.2
lufwo,lufwa,0.8
cizeres,scissors,0.53
serezic,scissors,0.27
cizeres,srossics,0.27
serezic,srossics,0.53
scearcery,scarcely,0.82
yrecraecs,scarcely,0.35
scearcery,ylecracs,0.35
yrecraecs,ylecracs,0.82
inicials,initials,0.88
slaicini,initials,0.38
inicials,slaitini,0.38
slaicini,slaitini,0.88
riceet,receipt,0.62
teecir,receipt,0.46
riceet,tpiecer,0.46
teecir,tpiecer,0.62
waighst,waist,0.83
tshgiaw,waist,0.17
waighst,tsiaw,0.17
tshgiaw,tsiaw,0.83
remaind,remind,0.92
dniamer,remind,0.15
remaind,dnimer,0.15
dniamer,dnimer,0.92
lain,reign,0.44
nial,reign,0.22
lain,ngier,0.22
nial,ngier,0.44
sccesful,successful,0.89
lufseccs,successful,0.44
sccesful,lufsseccus,0.44
lufseccs,lufsseccus,0.89
garantee,guarantee,0.94
eetnarag,guarantee,0.35
garantee,eetnaraug,0.35
eetnarag,eetnaraug,0.94
magnificient,magnificent,0.96
tneicifingam,magnificent,0.43
magnificient,tnecifingam,0.43
tneicifingam,tnecifingam,0.96
worte,wrote,0.8
etrow,wrote,0.4
worte,etorw,0.4
etrow,etorw,0.8
peotry,poetry,0.83
yrtoep,poetry,0.33
peotry,yrteop,0.33
yrtoep,yrteop,0.83
understanded,understand,0.91
dednatsrednu,understand,0.36
understanded,dnatsrednu,0.36
dednatsrednu,dnatsrednu,0.91
strang,strange,0.92
gnarts,strange,0.15
strang,egnarts,0.15
gnarts,egnarts,0.92
especial,special,0.93
laicepse,special,0.27
especial,laiceps,0.27
laicepse,laiceps,0.93
buscuit,biscuits,0.8
tiucsub,biscuits,0.4
buscuit,stiucsib,0.4
tiucsub,stiucsib,0.8
contened,contented,0.94
denetnoc,contented,0.35
contened,detnetnoc,0.35
denetnoc,detnetnoc,0.94
peotetoes,potatoes,0.82
seotetoep,potatoes,0.59
peotetoes,seotatop,0.59
seotetoep,seotatop,0.82
dinning,dining,0.92
gninnid,dining,0.46
dinning,gninid,0.46
gninnid,gninid,0.92
recieved,received,0.88
deveicer,received,0.5
recieved,deviecer,0.5
deveicer,deviecer,0.88
comming,coming,0.92
gnimmoc,coming,0.15
comming,gnimoc,0.15
gnimmoc,gnimoc,0.92
unt,aunt,0.86
tnu,aunt,0.29
unt,tnua,0.29
tnu,tnua,0.86
magnificant,magnificent,0.91
tnacifingam,magnificent,0.45
magnificant,tnecifingam,0.45
tnacifingam,tnecifingam,0.91
oposite,opposite,0.93
etisopo,opposite,0.4
oposite,etisoppo,0.4
etisopo,etisoppo,0.93
garly,gallery,0.67
ylrag,gallery,0.33
garly,yrellag,0.33
ylrag,yrellag,0.67
purpul,purple,0.83
luprup,purple,0.5
purpul,elprup,0.5
luprup,elprup,0.83
powertary,poetry,0.8
yratrewop,poetry,0.27
powertary,yrteop,0.27
yratrewop,yrteop,0.8
understanded,understand,0.91
dednatsrednu,understand,0.36
understanded,dnatsrednu,0.36
dednatsrednu,dnatsrednu,0.91
bicekets,biscuits,0.62
stekecib,biscuits,0.38
bicekets,stiucsib,0.38
stekecib,stiucsib,0.62
contended,contented,0.89
dednetnoc,contented,0.33
contended,detnetnoc,0.33
dednetnoc,detnetnoc,0.89
verious,various,0.86
suoirev,various,0.14
verious,suoirav,0.14
suoirev,suoirav,0.86
dinning,dining,0.92
gninnid,dining,0.46
dinning,gninid,0.46
gninnid,gninid,0.92
admited,admitted,0.93
detimda,admitted,0.4
admited,dettimda,0.4
detimda,dettimda,0.93
recieved,received,0.88
deveicer,received,0.5
recieved,deviecer,0.5
deveicer,deviecer,0.88
vonus,bonus,0.8
sunov,bonus,0.2
vonus,sunob,0.2
sunov,sunob,0.8
celebulate,celebrate,0.84
etalubelec,celebrate,0.42
celebulate,etarbelec,0.42
etalubelec,etarbelec,0.84
dag,dug,0.67
gad,dug,0.33
dag,gud,0.33
gad,gud,0.67
magnicisant,magnificent,0.73
tnasicingam,magnificent,0.36
magnicisant,tnecifingam,0.36
tnasicingam,tnecifingam,0.73
oppsit,opposite,0.86
tisppo,opposite,0.43
oppsit,etisoppo,0.43
tisppo,etisoppo,0.86
garary,gallery,0.62
yrarag,gallery,0.31
garary,yrellag,0.31
yrarag,yrellag,0.62
sprended,splendid,0.75
dednerps,splendid,0.25
sprended,didnelps,0.25
dednerps,didnelps,0.75
catain,curtains,0.71
niatac,curtains,0.29
catain,sniatruc,0.29
niatac,sniatruc,0.71
poemtly,poetry,0.77
yltmeop,poetry,0.15
poemtly,yrteop,0.15
yltmeop,yrteop,0.77
problum,problem,0.86
mulborp,problem,0.14
problum,melborp,0.14
mulborp,melborp,0.86
pritened,pretend,0.8
denetirp,pretend,0.27
pritened,dneterp,0.27
denetirp,dneterp,0.8
refreciment,refreshment,0.82
tnemicerfer,refreshment,0.27
refreciment,tnemhserfer,0.27
tnemicerfer,tnemhserfer,0.82
biskets,biscuits,0.67
steksib,biscuits,0.4
biskets,stiucsib,0.4
steksib,stiucsib,0.67
stomuck,stomach,0.71
kcumots,stomach,0.14
stomuck,hcamots,0.14
kcumots,hcamots,0.71
verious,various,0.86
suoirev,various,0.14
verious,suoirav,0.14
suoirev,suoirav,0.86
vegitables,vegetables,0.9
selbatigev,vegetables,0.3
vegitables,selbategev,0.3
selbatigev,selbategev,0.9
potetoes,potatoes,0.88
seotetop,potatoes,0.5
potetoes,seotatop,0.5
seotetop,seotatop,0.88
addmited,admitted,0.88
detimdda,admitted,0.38
addmited,dettimda,0.38
detimdda,dettimda,0.88
recived,received,0.93
devicer,received,0.4
recived,deviecer,0.4
devicer,deviecer,0.93
bornas,bonus,0.73
sanrob,bonus,0.18
bornas,sunob,0.18
sanrob,sunob,0.73
serevelate,celebrate,0.53
etaleveres,celebrate,0.53
serevelate,etarbelec,0.53
etaleveres,etarbelec,0.53
dog,dug,0.67
god,dug,0.33
dog,gud,0.33
god,gud,0.67
arnt,aunt,0.75
tnra,aunt,0.25
arnt,tnua,0.25
tnra,tnua,0.75
lifed,lived,0.8
defil,lived,0.2
lifed,devil,0.2
defil,devil,0.8
oposite,opposite,0.93
etisopo,opposite,0.4
oposite,etisoppo,0.4
etisopo,etisoppo,0.93
remembre,remember,0.88
erbmemer,remember,0.75
remembre,rebmemer,0.75
erbmemer,rebmemer,0.88
splended,splendid,0.88
dednelps,splendid,0.25
splended,didnelps,0.25
dednelps,didnelps,0.88
nowbody,nobody,0.92
ydobwon,nobody,0.46
nowbody,ydobon,0.46
ydobwon,ydobon,0.92
jus,juice,0.5
suj,juice,0.25
jus,eciuj,0.25
suj,eciuj,0.5
stomache,stomach,0.93
ehcamots,stomach,0.13
stomache,hcamots,0.13
ehcamots,hcamots,0.93
life,live,0.75
efil,live,0.25
life,evil,0.25
efil,evil,0.75
babys,babies,0.73
sybab,babies,0.55
babys,seibab,0.55
sybab,seibab,0.73
becaurse,because,0.93
esruaceb,because,0.4
becaurse,esuaceb,0.4
esruaceb,esuaceb,0.93
have,half,0.5
evah,half,0.25
have,flah,0.25
evah,flah,0.5
dinning,dining,0.92
gninnid,dining,0.46
dinning,gninid,0.46
gninnid,gninid,0.92
ant,aunt,0.86
tna,aunt,0.29
ant,tnua,0.29
tna,tnua,0.86
courteins,curtains,0.82
snietruoc,curtains,0.12
courteins,sniatruc,0.12
snietruoc,sniatruc,0.82
blu,blue,0.86
ulb,blue,0.29
blu,eulb,0.29
ulb,eulb,0.86
babyes,babies,0.83
seybab,babies,0.5
babyes,seibab,0.5
seybab,seibab,0.83
pond,pound,0.89
dnop,pound,0.22
pond,dnuop,0.22
dnop,dnuop,0.89
receved,received,0.93
devecer,received,0.4
receved,deviecer,0.4
devecer,deviecer,0.93
celebate,celebrate,0.94
etabelec,celebrate,0.35
celebate,etarbelec,0.35
etabelec,etarbelec,0.94
ant,aunt,0.86
tna,aunt,0.29
ant,tnua,0.29
tna,tnua,0.86
magnificient,magnificent,0.96
tneicifingam,magnificent,0.43
magnificient,tnecifingam,0.43
tneicifingam,tnecifingam,0.96
galary,gallery,0.77
yralag,gallery,0.31
galary,yrellag,0.31
yralag,yrellag,0.77
splendide,splendid,0.94
edidnelps,splendid,0.47
splendide,didnelps,0.47
edidnelps,didnelps,0.94
purper,purple,0.83
reprup,purple,0.5
purper,elprup,0.5
reprup,elprup,0.83
poretry,poetry,0.92
yrterop,poetry,0.31
poretry,yrteop,0.31
yrterop,yrteop,0.92
juse,juice,0.67
esuj,juice,0.22
juse,eciuj,0.22
esuj,eciuj,0.67
cocking,cooking,0.86
gnikcoc,cooking,0.29
cocking,gnikooc,0.29
gnikcoc,gnikooc,0.86
offer,halfa,0.2
reffo,halfa,0.2
offer,aflah,0.2
reffo,aflah,0.2
stake,steak,0.8
ekats,steak,0.4
stake,kaets,0.4
ekats,kaets,0.8
varous,various,0.92
suorav,various,0.15
varous,suoirav,0.15
suorav,suoirav,0.92
vegtebels,vegetables,0.74
slebetgev,vegetables,0.42
vegtebels,selbategev,0.42
slebetgev,selbategev,0.74
frid,fried,0.89
dirf,fried,0.22
frid,deirf,0.22
dirf,deirf,0.89
admited,admitted,0.93
detimda,admitted,0.4
admited,dettimda,0.4
detimda,dettimda,0.93
noticebel,noticeable,0.84
lebeciton,noticeable,0.32
noticebel,elbaeciton,0.32
lebeciton,elbaeciton,0.84
ount,aunt,0.75
tnuo,aunt,0.25
ount,tnua,0.25
tnuo,tnua,0.75
oposite,opposite,0.93
etisopo,opposite,0.4
oposite,etisoppo,0.4
etisopo,etisoppo,0.93
splended,splendid,0.88
dednelps,splendid,0.25
splended,didnelps,0.25
dednelps,didnelps,0.88
pouetry,poetry,0.92
yrteuop,poetry,0.15
pouetry,yrteop,0.15
yrteuop,yrteop,0.92
lateyst,latest,0.92
tsyetal,latest,0.46
lateyst,tsetal,0.46
tsyetal,tsetal,0.92
points,poems,0.55
stniop,poems,0.18
points,smeop,0.18
stniop,smeop,0.55
straings,strange,0.8
sgniarts,strange,0.27
straings,egnarts,0.27
sgniarts,egnarts,0.8
refreshmend,refreshment,0.91
dnemhserfer,refreshment,0.27
refreshmend,tnemhserfer,0.27
dnemhserfer,tnemhserfer,0.91
buscuits,biscuits,0.88
stiucsub,biscuits,0.38
buscuits,stiucsib,0.38
stiucsub,stiucsib,0.88
diging,digging,0.92
gnigid,digging,0.46
diging,gniggid,0.46
gnigid,gniggid,0.92
becouse,because,0.86
esuoceb,because,0.43
becouse,esuaceb,0.43
esuoceb,esuaceb,0.86
vegatables,vegetables,0.9
selbatagev,vegetables,0.4
vegatables,selbategev,0.4
selbatagev,selbategev,0.9
inclueding,including,0.95
gnideulcni,including,0.32
inclueding,gnidulcni,0.32
gnideulcni,gnidulcni,0.95
fruit,fried,0.6
tiurf,fried,0.2
fruit,deirf,0.2
tiurf,deirf,0.6
pothetous,potatoes,0.71
suotehtop,potatoes,0.47
pothetous,seotatop,0.47
suotehtop,seotatop,0.71
dinnig,dining,0.83
ginnid,dining,0.5
dinnig,gninid,0.5
ginnid,gninid,0.83
admited,admitted,0.93
detimda,admitted,0.4
admited,dettimda,0.4
detimda,dettimda,0.93
bounes,bonus,0.73
senuob,bonus,0.36
bounes,sunob,0.36
senuob,sunob,0.73
progrese,progress,0.88
esergorp,progress,0.38
progrese,ssergorp,0.38
esergorp,ssergorp,0.88
suns,sons,0.75
snus,sons,0.75
suns,snos,0.75
snus,snos,0.75
forewerd,forward,0.8
drewerof,forward,0.4
forewerd,drawrof,0.4
drewerof,drawrof,0.8
ant,aunt,0.86
tna,aunt,0.29
ant,tnua,0.29
tna,tnua,0.86
stasion,station,0.86
noisats,station,0.43
stasion,noitats,0.43
noisats,noitats,0.86
varies,various,0.77
seirav,various,0.15
varies,suoirav,0.15
seirav,suoirav,0.77
magnifinct,magnificent,0.86
tcnifingam,magnificent,0.48
magnifinct,tnecifingam,0.48
tcnifingam,tnecifingam,0.86
galery,gallery,0.92
yrelag,gallery,0.15
galery,yrellag,0.15
yrelag,yrellag,0.92
splened,splendid,0.8
denelps,splendid,0.27
splened,didnelps,0.27
denelps,didnelps,0.8
protery,poetry,0.77
yretorp,poetry,0.46
protery,yrteop,0.46
yretorp,yrteop,0.77
pouims,poems,0.73
smiuop,poems,0.18
pouims,smeop,0.18
smiuop,smeop,0.73
stranger,strange,0.93
regnarts,strange,0.27
stranger,egnarts,0.27
regnarts,egnarts,0.93
lough,laugh,0.8
hguol,laugh,0.2
lough,hgual,0.2
hguol,hgual,0.8
realy,really,0.91
ylaer,really,0.18
realy,yllaer,0.18
ylaer,yllaer,0.91
juis,juice,0.67
siuj,juice,0.22
juis,eciuj,0.22
siuj,eciuj,0.67
varios,various,0.92
soirav,various,0.15
varios,suoirav,0.15
soirav,suoirav,0.92
dicking,digging,0.71
gnikcid,digging,0.29
dicking,gniggid,0.29
gnikcid,gniggid,0.71
addimitt,admitted,0.75
ttimidda,admitted,0.38
addimitt,dettimda,0.38
ttimidda,dettimda,0.75
recievd,received,0.8
dveicer,received,0.4
recievd,deviecer,0.4
dveicer,deviecer,0.8
celibarate,celebrate,0.84
etarabilec,celebrate,0.42
celibarate,etarbelec,0.42
etarabilec,etarbelec,0.84
hes,his,0.67
seh,his,0.33
hes,sih,0.33
seh,sih,0.67
AngloSaxian,Anglo-Saxon,0.82
naixaSolgnA,Anglo-Saxon,0.45
AngloSaxian,noxaS-olgnA,0.45
naixaSolgnA,noxaS-olgnA,0.82
Antique-shops,antiqueshops,0.88
spohs-euqitnA,antiqueshops,0.24
Antique-shops,spohseuqitna,0.24
spohs-euqitnA,spohseuqitna,0.88
Asien,Asian,0.8
neisA,Asian,0.2
Asien,naisA,0.2
neisA,naisA,0.8
Autum,autumn,0.73
mutuA,autumn,0.55
Autum,nmutua,0.55
mutuA,nmutua,0.73
Buckhingham,Buckingham,0.95
mahgnihkcuB,Buckingham,0.19
Buckhingham,mahgnikcuB,0.19
mahgnihkcuB,mahgnikcuB,0.95
Cabinett,Cabinet,0.93
ttenibaC,Cabinet,0.13
Cabinett,tenibaC,0.13
ttenibaC,tenibaC,0.93
Carabean,Caribbean,0.82
naebaraC,Caribbean,0.35
Carabean,naebbiraC,0.35
naebaraC,naebbiraC,0.82
Chrismas,Christmas,0.94
samsirhC,Christmas,0.35
Chrismas,samtsirhC,0.35
samsirhC,samtsirhC,0.94
Commonmarket,CommonMarket,0.92
tekramnommoC,CommonMarket,0.33
Commonmarket,tekraMnommoC,0.33
tekramnommoC,tekraMnommoC,0.92
Commonweath,Commonwealth,0.96
htaewnommoC,Commonwealth,0.35
Commonweath,htlaewnommoC,0.35
htaewnommoC,htlaewnommoC,0.96
Commonweatlh,Commonwealth,0.92
hltaewnommoC,Commonwealth,0.33
Commonweatlh,htlaewnommoC,0.33
hltaewnommoC,htlaewnommoC,0.92
Compson-family,Compsonfamily,0.96
ylimaf-nospmoC,Compsonfamily,0.22
Compson-family,ylimafnospmoC,0.22
ylimaf-nospmoC,ylimafnospmoC,0.96
Englismen,Englishmen,0.95
nemsilgnE,Englishmen,0.32
Englismen,nemhsilgnE,0.32
nemsilgnE,nemhsilgnE,0.95
Europen,European,0.93
neporuE,European,0.13
Europen,naeporuE,0.13
neporuE,naeporuE,0.93
Francise,Franchise,0.94
esicnarF,Franchise,0.12
Francise,esihcnarF,0.12
esicnarF,esihcnarF,0.94
Greecs,Greeks,0.83
sceerG,Greeks,0.33
Greecs,skeerG,0.33
sceerG,skeerG,0.83
Indien,Indian,0.83
neidnI,Indian,0.5
Indien,naidnI,0.5
neidnI,naidnI,0.83
Irland,Ireland,0.92
dnalrI,Ireland,0.15
Irland,dnalerI,0.15
dnalrI,dnalerI,0.92
Italiens,Italians,0.88
sneilatI,Italians,0.25
Italiens,snailatI,0.25
sneilatI,snailatI,0.88
Latin-quarter,Latinquarter,0.96
retrauq-nitaL,Latinquarter,0.24
Latin-quarter,retrauqnitaL,0.24
retrauq-nitaL,retrauqnitaL,0.96
Liberales,Liberals,0.94
selarebiL,Liberals,0.24
Liberales,slarebiL,0.24
selarebiL,slarebiL,0.94
Massachusets,Massachusetts,0.96
stesuhcassaM,Massachusetts,0.4
Massachusets,sttesuhcassaM,0.4
stesuhcassaM,sttesuhcassaM,0.96
Metodism,Methodism,0.94
msidoteM,Methodism,0.12
Metodism,msidohteM,0.12
msidoteM,msidohteM,0.94
Nixon-affair,Nixonaffair,0.96
riaffa-noxiN,Nixonaffair,0.52
Nixon-affair,riaffanoxiN,0.52
riaffa-noxiN,riaffanoxiN,0.96
Pachistani,Pakistani,0.84
inatsihcaP,Pakistani,0.32
Pachistani,inatsikaP,0.32
inatsihcaP,inatsikaP,0.84
Pakistanies,Pakistanis,0.95
seinatsikaP,Pakistanis,0.29
Pakistanies,sinatsikaP,0.29
seinatsikaP,sinatsikaP,0.95
Parlamentary,parliamentary,0.88
yratnemalraP,parliamentary,0.4
Parlamentary,yratnemailrap,0.4
yratnemalraP,yratnemailrap,0.88
PortoRicans,PuertoRicans,0.87
snaciRotroP,PuertoRicans,0.17
PortoRicans,snaciRotreuP,0.17
snaciRotroP,snaciRotreuP,0.87
Prime-Minister,PrimeMinister,0.96
